Formula              ✕	Heat of formation              ✕	Band gap              ✕	Work function (avg. if finite dipole)              ✕	Cond. band minimum              ✕	Fermi level              ✕	Monolayer reported DOI              ✕	Related COD id              ✕	Related ICSD id              ✕	Val. band maximum              ✕	Unique ID              ✕
PbSe	-0.365	1.532	4.619	-1.300	-2.066	-	-	-	-2.832	8a49e71054ac6ea46416fb4d5e20752c
Pd2Te2	-0.244	0.0	4.485	-	-0.622	-	-	-	-	edccb20d8eb3a9378960e097ae3b0da6
Pt2Te2	-0.009	0.0	4.722	-	-0.829	-	-	-	-	1162d78692dada3990b7ffb563c6b041
SnSe	-0.333	2.177	4.653	-0.910	-1.999	-	-	-	-3.087	657db34579e7cf92ba0728e6e16a772d
V2Se2	-0.524	0.0	4.334	-	-0.483	-	-	-	-	d32a229aee0f3f2bfb1e2809de84a8ad
Zr2Se2	-0.913	0.02	3.777	-0.044	-0.053	-	-	-	-0.063	106291e4b714ac7e6d11aeb8ebd045f6
Zn2Te2	-0.378	0.545	4.516	-0.883	-1.155	-	-	-	-1.428	9f7d3839a9cd76b621a9e9dc9d4cebaf
BiSe2	-0.106	0.0	5.89	-	-2.254	-	-	-	-	17dff2bd52aa544f051a634e3007587c
Cr2Se4	-0.432	0.0	5.075	-	-0.748	-	-	-	-	1c1365ec2e017f88efe72705363ee551
FeCl2	-0.471	0.843	4.505	-0.766	-1.187	-	9009128	4059	-1.609	2f998e7c2dfea81a6b65447024992b04
GeSe2	-0.137	0.0	5.622	-	-1.883	-	-	-	-	7d278a839627fb6827e2604645c02212
HfCl2	-1.54	0.908	3.245	1.244	0.79	-	-	-	0.336	3391c2211d0463902aa27aac5f1868c4
MnI2	-0.408	1.224	4.793	-1.622	-2.234	-	-	-	-2.846	fde1037c85f1f47df5bf6157b6ae7cff
MoAs2	-0.056	0.0	4.996	-	0.119	-	-	-	-	ad756dbb60c2b0b25711ef4732cf90fb
HfSb2	-0.16	0.0	4.667	-	1.318	-	-	-	-	837e1e04675ac46f85ac441bb2ca7d65
Ir4Se8	-0.336	0.824	4.823	-0.423	-0.835	-	-	-	-1.247	874e39cc7d1dcaea7673d7e5aff3970c
NiBr2	-0.266	0.0	5.86	-	-3.595	-	-	-	-	3259312b569fcca39c79a3bc9568e3ad
PdTe2	-0.263	0.0	4.317	-	-0.636	-	2004955	-	-	8c7c2e79dd358cd0206612970f7c94f1
Li2Pt	-0.24	0.0	3.638	-	-0.507	-	-	-	-	5f704382abd0007176b86c74fae7146c
PtTe2	-0.093	0.0	4.0	-	-0.059	-	-	-	-	3327ecac16ea2830c6bba4fe1fafebd6
Ru2S4	-0.402	0.725	5.35	-1.055	-1.418	-	-	-	-1.781	b89a0c576bc51277e1f506eb20b049e0
SnTe2	-0.071	0.0	5.071	-	-1.356	-	-	-	-	856f5d7a503a54c399aafc855ea75350
TaAs2	-0.082	0.0	5.352	-	-0.783	-	-	-	-	a3187cc465bdd0306fe7ca5cd536765e
Fe2Cl6	-0.655	0.013	5.911	-2.934	-2.941	-	1535681	63329	-2.948	e0a2b6da7450e7330eccd8519b977ff0
TiSb2	-0.13	0.0	4.763	-	0.791	-	-	-	-	f2cc7a90e92ddf661170af6d80cc281e
VBr2	-0.863	1.252	3.973	-0.285	-0.911	-	-	246906	-1.537	cbeb3fd5387c1ce0ada99f30d92080aa
Hf2I6	-0.736	0.0	3.779	-	-0.311	-	-	-	-	16c7bf54f63cd2144d32c8288ea2ceed
ZnF2	-2.299	4.425	6.642	-2.733	-4.945	-	-	-	-7.158	d01d234431309a3979d4121aa7b20a3c
ZrO2	-3.051	4.369	5.306	-0.906	-3.09	-	-	-	-5.274	842c90cc0dbfa690b8ae033eebda8c99
Ti2CO2	-2.061	0.325	5.662	-0.701	-0.863	10.1149/2.0401803jes	-	-	-1.025	5e6b34d014e613dba4c4a655ef3ea21e
W2F2N	-0.927	0.0	5.132	-	1.445	-	-	-	-	2b3becfe47c49a742e805f4abc913648
Y2H2NO2	-1.838	0.0	2.036	-	1.681	-	-	-	-	a7d7ce57de703f90aacae4bb6d9b1739
InPt5Br2	-0.132	0.0	4.507	-	0.959	-	-	-	-	f5b230bb560b27e0fd68802ff34ea4e0
Cu2ReI6	-0.017	0.18	5.15	-1.701	-1.791	-	-	-	-1.881	b45de2e4905e0e45b12b2586fcfe8832
Bi2Cl6	-1.014	2.36	6.603	-2.826	-4.006	-	-	-	-5.186	82cca1945202f9a5efd0edd264840efd
Ti2I6	-0.728	0.209	4.668	-1.400	-1.504	-	-	-	-1.609	57d82fdde9c7212a933150c21176c041
V2I6	-0.509	0.0	5.265	-	-2.117	-	-	-	-	76c26b5876733d0b11327077eba538e4
Y2Cl6	-2.345	5.113	5.821	-0.635	-3.191	-	1528118	-	-5.748	6671cf1152d3181a56a61c2cf52cfae7
CrMo3Se8	-0.642	0.951	4.747	0.232	-0.244	-	-	-	-0.719	3fdc711ae69a11e15cb0904d9478e21f
MoW3Se8	-0.625	1.258	4.321	0.968	0.34	-	-	-	-0.289	37381fca24305de7785171d616ab0373
Hf3ZrSe8	-1.188	0.844	5.852	-1.380	-1.802	-	-	-	-2.224	59e52ab7fd7196626bf2461f2f329182
Co2Li2As2	-0.408	0.0	2.945	-	0.321	-	-	107932	-	eec0b5848bdf7f47e3014ffa1f631eed
Na2Ni2As2	-0.286	0.0	2.152	-	0.442	-	-	-	-	5e0136752be44d16bee1a48adc6bf360
Hf4Br4S4	-1.35	0.0	4.481	-	-0.685	-	-	-	-	a8fb5253b00330065b8fb5affed1a030
VBrI	-0.657	1.188	3.964	-0.369	-0.963	-	-	-	-1.557	cd7d1ad4a524a1ed068d4861b1a83467
Mn2Br2Se2	-0.556	0.0	5.378	-	-1.761	-	-	-	-	f7305ff0002e653dea9d561e3085eb84
V4C3O2	-0.968	0.0	6.582	-	1.125	-	-	-	-	b666bd89c1e2542e38b478abc92f0989
Zr4Br4Se4	-1.324	0.0	4.598	-	-0.764	-	-	-	-	bf0d2cbd1e68146d22e55e0e09549867
TiClI	-1.015	0.745	3.582	0.711	0.339	-	-	-	-0.034	385ac4f4720aa8b3faaa7ea0fade2b27
Ir2Cl2Se2	-0.408	0.062	5.617	-1.571	-1.601	-	-	-	-1.632	22ea7fcadf260b273e882f8bd4da861e
Os2Cl2S2	-0.141	0.0	5.801	-	-1.51	-	-	-	-	4942c75cd96978cb1963b7e2fa4dd87f
Ti4Cl4Se4	-1.287	0.042	4.971	-1.132	-1.153	-	-	-	-1.174	d1da7914eb323cf506941264d5d34bbd
Cr2I2Se2	-0.522	0.0	5.282	-	-1.278	-	-	-	-	22f6b7291e2f3e644dc4d7b618bb9fc8
Ge2I2S2	-0.186	0.0	5.473	-	-1.531	-	-	-	-	de085f40a9f7216e28bf5d31112dd484
HfSSe	-1.278	0.887	6.038	-1.546	-1.99	-	-	-	-2.433	707726a9cb44e40acd7e66102ac2ecd2
Ir2I2S2	-0.265	0.215	4.497	0.095	-0.012	-	-	-	-0.120	b4508f4c5720bdd4cb666ee32678033a
MoSTe	-0.546	0.992	4.638	0.587	0.091	-	-	-	-0.405	1029afee729fd61726f9a7cce2da5a5d
WSTe	-0.419	1.141	4.394	1.011	0.44	-	-	-	-0.130	3cb737296d9504a5b2c7a9a6e176137f
Ag2Br2Se4	-0.184	1.237	5.364	-2.171	-2.789	-	-	-	-3.407	4aabbac1667786ec5c8486d6c310e776
Cu2Br2Te4	-0.209	0.873	4.728	-1.562	-1.998	-	-	-	-2.435	8cd49bd39f33abc0f5d148c6623deb88
Cd2P2S6	-0.416	1.887	5.262	-0.699	-1.642	-	-	657320	-2.585	2359705381d0985611055e7dac0c179b
Ge2P2S6	-0.241	1.406	5.065	-0.881	-1.584	-	-	-	-2.287	7d9a901f8c95ff3dbd4fb67f1d8c362f
Pd2P2S6	-0.204	0.014	5.162	-1.366	-1.373	-	-	647926	-1.380	1a81a62a7b404dab7e3f9be752572ed6
Sc2P2Se6	-0.833	0.684	4.52	-0.634	-0.975	-	-	-	-1.317	5aa09446942b04c5f4f3a9a28f76d4ad
Hf2Ti2Se8	-1.08	0.646	5.843	-1.530	-1.853	-	-	-	-2.176	cf272181c5e21b8b6063ea06d4367066
MnZrI6	-0.756	1.052	5.057	-1.330	-1.856	-	-	-	-2.382	6c07bfb12e3f2dc5079900d99d685598
Cu2Te2	-0.089	0.0	4.541	-	-2.312	-	1526237	-	-	442f27608cb684a4630cad1232e6a613
Hf2Te10	-0.455	0.159	4.459	-2.267	-2.346	-	1527386	-	-2.426	65f09995628dfab722b450dcc7c71fcd
Mg2Cl4	-1.748	4.504	5.39	-1.608	-3.86	-	-	51244	-6.112	b1bc4cff978993c60c922eaa7715c90d
Sc4F2N3	-2.57	0.0	3.624	-	2.342	-	-	-	-	7427993883b64ac3a651347a28f75dbc
Nb3Cl8	-1.345	0.206	4.584	-2.583	-2.686	-	-	408645	-2.789	c631656e7cb3dbed2a64101b8697776e
Pt4I8	-0.168	1.225	4.752	-2.545	-3.157	-	-	60760	-3.770	1afaa92ed4e44dc0acbdcbcc3917c3ae
Ta4Te6	-0.387	0.0	4.568	-	-1.951	-	1539830	-	-	e3513669c157e95f91a90b36c8f47f6b
Y2Te6	-0.937	0.0	4.757	-	-0.966	-	-	653175	-	80ff8a68819ee06a154a2e03ee42ae33
As4Ge4Se4	-0.181	1.735	4.778	-2.236	-3.103	-	1524563	-	-3.971	5fb854ddcbe664275ab4aa75c588d854
Cd4I4O4	-0.383	0.023	6.259	-4.569	-4.58	-	-	56220	-4.592	c7c783e5897e0dd90702c57ef0d07845
CrGa2S4	-0.641	0.0	3.944	-	-0.779	-	-	626052	-	855aee81a4874ed8d6b454dc146d17bf
Cu2Sb2Se4	-0.149	0.183	4.16	-1.972	-2.063	-	-	628999	-2.155	10646cdf018b66eeb67a1a33b4b16c0b
Ga2In2S6	-0.638	1.981	5.813	-2.136	-3.127	-	-	62340	-4.117	2865dd1c13407b7535809e83b9836acf
Hg4Mo2O8	-1.311	2.278	5.73	-2.860	-3.999	-	-	90084	-5.138	c253dae72dbde2fae287e5bd0a028bfc
K2Cl2O6	-0.727	5.441	3.805	0.386	-2.335	-	2310654	-	-5.056	4e90c5fac69566f37f3eec0767718804
Mo2Zn2O8	-1.845	2.915	6.151	-2.634	-4.092	-	2240887	-	-5.549	443d16e2181ccbb934e571e327851773
V2H2O5	-1.852	0.0	4.698	-	-3.426	-	-	260368	-	73534d85b3274198e37ccd20a3923037
Na4As4O8	-1.535	4.333	3.597	0.122	-2.045	-	2013927	-	-4.211	c2df629953199c82868e61b8dcaa65f3
Nb2Ni2Te10	-0.338	0.0	4.711	-	-2.48	-	-	73316	-	80168a9af9c9cb7e5105e2b1bf95f225
NiCl2O8	-0.0	1.554	7.147	-4.494	-5.271	-	-	33289	-6.048	ef22c8f41f675e8b1a04f18527a899f1
OsCl2O	-0.731	0.0	4.924	-	-3.172	-	-	83884	-	3f89a129057d9bfb805b93784e90f18a
Pd4P4Se4	-0.406	1.103	4.973	-2.074	-2.625	-	9012269	-	-3.177	806647fe956d83025c7d7e9254159c17
Sr2Cl4O8	-0.877	2.726	3.517	-0.644	-2.007	-	2207380	-	-3.370	b00c5b28e9381ba4c5aa6bf93bcc266d
Hf4C3F2	-1.684	0.0	3.198	-	3.62	-	-	-	-	2bd3810018970b61ab311421eaa6327f
Zn4Br4O4	-0.62	0.0	6.939	-	-5.406	-	9011544	-	-	1cd767e0aabdc8a547a11a80add498a3
Cu2C2Cl2O2	-0.613	2.508	4.506	-1.699	-2.953	-	-	63490	-4.207	45129f52e42fa7c1846b36005d382e34
Mn2H4O8S2	-1.178	2.112	3.157	-0.736	-1.792	-	-	74810	-2.848	8d735b8630a9b837ac10569473c973f6
Zr3B2F2Se2	-0.948	0.0	7.507	-	-0.445	-	-	-	-	604bdf8dae9bb609db284976e73ae9e4
Hf3C2H2O2	-1.346	0.0	2.271	-	3.015	-	-	-	-	e8a7e1d7c186994e949d83cb0b3c16f6
V3C2H2Se2	-0.153	0.0	3.842	-	2.289	-	-	-	-	fe38a9b8ee80eaac171ce313026c622f
Zr3C2F2	-1.964	0.0	3.215	-	2.6	-	-	-	-	a3f81282fb161971153bfed8de603814
Ti3N2O2	-2.232	0.0	5.539	-	0.946	-	-	-	-	417c9200e5a373475093c7215700b583
Y4C3H2O2	-0.94	0.0	1.737	-	2.326	-	-	-	-	2886beb521c589d1e0f027eb69c18566
Hf3N2	-0.878	0.0	4.464	-	2.266	-	-	-	-	e243d390d2aeefabe463de10f83c0235
Zr4N3O2	-2.267	0.0	4.602	-	3.189	-	-	-	-	c7cbf53d15b4469a174037e07ebf76cf
Mn4N3	-0.004	0.0	5.612	-	0.782	-	-	-	-	c75e17a32f20ce8e89d6813b48606e64
Al2O2	-2.258	1.315	4.345	0.034	-0.624	-	-	-	-1.281	35240ceeb51c2a0842fefc114c732525
Tl2Br2	-0.816	3.06	3.926	-0.373	-1.902	-	-	-	-3.432	260059909853789a3f38f8fe462515b9
Cd2Te2	-0.371	0.633	4.778	-1.034	-1.35	-	-	-	-1.666	b29ebdfb4a50b75555f3a8d1385e0102
Sc2Cl2	-1.393	0.0	4.376	-	0.309	-	-	-	-	479617ace9019e2d765c9639bfc0159f
Co2Se2	-0.225	0.0	4.416	-	-0.769	-	-	-	-	5e3791198ba2f7f611093af9bb33d256
Cr2S2	-0.44	0.0	4.495	-	-0.874	-	-	-	-	9b7e5c7481b9d811a4f46f0a5b01d479
Cu2Te2	-0.063	0.0	4.96	-	-0.947	-	-	-	-	8ab2e7c95d2c9925430e9569fde8c5a0
Mo2F2	-1.452	0.0	5.453	-	-0.128	-	-	-	-	1ea3f160724c5f07581b84798d821ed5
Rh2F2	-0.697	0.0	7.643	-	-2.478	-	-	-	-	311ba6b98fda07287ab87d24db229368
Zr2H2NO2	-1.665	0.0	2.342	-	2.028	-	-	-	-	e75298ed9ed02bd4c74f3fca6e06455a
Ga2S2	-0.66	2.18	5.142	-0.431	-1.521	-	-	40824	-2.610	3c6661131845a4c5c0fdfc2852cb9d8e
GeS	-0.224	2.45	4.941	-1.054	-2.278	-	-	-	-3.503	5b7564ba76c765ee699f46b9db62bb43
Hg2I2	-0.293	1.277	5.273	-0.672	-1.31	-	-	-	-1.949	c7d406118adda59d775d3d8f06c36491
MgCl2	-1.887	5.941	5.278	0.563	-2.408	-	1534338	86439	-5.378	4d3bde76eb5f1b2569dc33f4ea31330b
AlNi5I2	-0.208	0.0	3.871	-	0.969	-	-	-	-	2fa227fea7cf9d79156be4a29c3d1d37
Ni2S2	-0.288	0.0	5.215	-	-1.852	-	-	-	-	6e18fb5f4f2b6cf728b71448b7762df2
Rh2S2	-0.318	0.0	4.783	-	-1.102	-	-	-	-	4285734db84ffc3b20d7f4288724c71b
Ag2WTe4	-0.002	0.587	4.232	-0.897	-1.191	-	-	-	-1.484	518fb4a11ac2653b3808ff26095207f2
Zr2Se2	-0.726	0.059	4.813	0.284	0.255	-	-	-	0.225	2e1963fb6083a3d59861e830ad654f1f
Tl2Te2	-0.002	0.0	4.561	-	-2.211	-	-	-	-	e0bc2f50d0d804fc89f1eed95a69e810
V2CO2	-1.437	0.0	6.645	-	-1.532	10.1149/2.0641704jes	-	-	-	2597d1d67741cf51272dd07b63bf83bf
MgF2O2	-1.214	2.967	6.745	-2.339	-3.823	-	-	-	-5.307	67731c2f87719cbf16e8d2ba102285b6
Y2F2N	-2.919	0.0	3.065	-	1.189	-	-	-	-	4f8b9a855c9a8111917bdc0fc781f1c2
Zr2NO2	-2.616	0.0	4.731	-	0.447	-	-	-	-	f611635d01485cf8e1653b511a4cd363
CuCl2	-0.448	0.0	7.067	-	-4.567	-	-	-	-	ffd136ff6ca3837846f57d23adc35127
HfSb2	-0.165	0.0	4.676	-	1.258	-	-	-	-	244207d474c4e7f116c7f30c5386c108
HgI2	-0.351	1.54	5.164	-1.836	-2.606	-	9014655	-	-3.377	e2b2c159878fb8a611d8721ea16be619
Mo2Se4	-0.598	0.041	5.1	-0.631	-0.651	-	-	-	-0.672	8a4e24f0021ffb46fb5a8debbe9b7d54
Sc2N	-0.809	0.0	4.313	-	-0.382	-	-	-	-	3f7b561975129fd652a93f064dbd785d
NiBr2	-0.407	0.876	5.572	-2.067	-2.505	-	9009131	-	-2.943	a080c5474fb86fbaab7ed6587ba9dec8
NiS2	-0.055	0.0	3.747	-	-0.799	-	-	169572	-	190c39bb1f50c2607c5fd6d69b23322c
PbCl2	-1.168	2.367	6.149	-2.245	-3.428	-	-	-	-4.611	d744288b80daa4b507d6690d01224f8d
PbSe2	-0.209	1.027	4.46	-1.570	-2.084	-	-	-	-2.597	f3722c940666a8c0285fd3085cee2d07
Re4Se8	-0.403	1.115	4.487	0.472	-0.085	10.1021/acsnano.6b04165	1539953	-	-0.643	4ab597446bd0b7012c3b19d6e3179595
RuBr2	-0.101	1.045	4.19	-0.365	-0.887	-	-	-	-1.410	dd909120be6f9abed806e79b5f5b9630
HfSTe	-1.048	0.038	5.191	-1.004	-1.024	-	-	-	-1.043	d4acb1bd43314f99c5c42ab73fe18663
SnI2	-0.539	1.837	4.988	-0.953	-1.871	-	-	-	-2.789	15c1f77b9d825b62efdccafbc5842bed
ScH2O2	-1.725	0.0	2.54	-	0.196	-	-	-	-	5c42ae47287dd7d0ced285eef49b6c79
ZnH2O2	-1.161	2.333	2.81	-0.194	-1.361	-	-	-	-2.527	11b8ff08888adac9f7a29973545be182
TaTe2	-0.336	0.0	4.381	-	0.114	-	-	-	-	255b0a6efdc612a25dd56f12d0f544bd
TiH2	-0.096	0.016	4.822	-2.510	-2.518	-	-	-	-2.526	96c57c3f87e8ed5058fd5f18ac1cb4b9
TiSe2	-0.861	0.878	5.467	-2.282	-2.721	-	-	-	-3.160	a8f9db5d76cf9af06c4c9efdbe635b02
WSe2	-0.594	1.238	4.233	1.075	0.456	10.1364/OE.21.004908	9012193	84182	-0.163	75a0a678c8366012ce180ef0d4e6a22e
Sc2CH2O2	-1.557	0.424	1.348	1.426	1.214	-	-	-	1.002	85bd2eb91ba8e7b7a451666321eb2193
ZnI2	-0.491	1.749	4.951	-0.742	-1.616	-	9009122	-	-2.491	b7a2ac0e1a98a78f2cdb03842aad2a5f
ZrO2	-3.299	4.448	5.595	-0.189	-2.413	-	-	-	-4.638	910e8e95fd48698c3a9f7757150c74df
Zr2BS2	-1.07	0.0	6.023	-	-0.331	-	-	-	-	29c297d3e55e27e6f38ed4409a14fb17
Ti2CF2	-2.274	0.0	4.804	-	-0.278	-	-	-	-	7da0e071a2ec9b0b7e298e3090697d62
InNi5Cl2	-0.153	0.0	4.641	-	0.023	-	-	-	-	2c6a0d0f62da0fd4dfb30fc04346ee31
As2I6	-0.21	1.911	5.073	-1.028	-1.984	-	-	-	-2.940	8610f27b20f0e11a0f662a293bad5c55
Bi2F6	-2.488	4.317	5.593	-1.604	-3.762	-	-	-	-5.921	e00f001c98ce5f72f3ed40790b47ce35
Fe2I6	-0.077	0.0	4.923	-	-1.557	-	-	-	-	a9960720e641c9184f4669f858d01387
Hf2O6	-2.461	3.47	6.012	0.435	-1.3	-	-	-	-3.035	250150bad1bdf2d4b7f801933651afde
Ir2I6	-0.157	1.358	4.439	-0.265	-0.944	-	-	-	-1.623	fe9c037c1c31118a3830ce5eb9777259
Rh2Br6	-0.495	1.344	5.363	-1.723	-2.394	-	-	28245	-3.066	60254f32289fa7cd97d65aa1c5522343
Ti2O6	-2.166	2.461	6.723	-1.085	-2.316	-	-	-	-3.546	63ecc27973ed0ac92f7785a6fad745bb
CrMo3Te8	-0.244	0.645	4.432	0.556	0.234	-	-	-	-0.088	67c96259b1a0a1a3fdf54e08e6f5da35
MoW3Te8	-0.159	0.804	4.109	1.105	0.703	-	-	-	0.300	d8bfcb6ad3d6ded28a1bd52e43144c44
Hf3ZrTe8	-0.72	0.142	5.196	-0.942	-1.013	-	-	-	-1.084	715dd5af7a8a107ff1cec1d15901459e
Co2Na2As2	-0.281	0.0	2.29	-	0.933	-	-	-	-	9f22d39b0cd73ab828ec00bf044dfd6d
BiBrSe	-0.471	1.02	6.0	-1.953	-2.463	-	-	-	-2.974	ea61021740f7148011f82ec5a18ad35d
HfBrCl	-1.337	0.832	3.115	1.378	0.962	-	-	-	0.546	89f4d9b04aa06ba7ff8f3407761103db
Hf2Br2Se2	-1.314	0.0	4.569	-	-0.53	-	-	-	-	b846d88b88e6a1e75102ab67cc24e07d
VBrI	-0.379	0.0	4.042	-	-0.516	-	-	-	-	f6a9e0032cbbe6962dadd37936455314
Ti2Br2N2	-1.415	0.621	5.995	-1.663	-1.973	-	1537489	27395	-2.284	4e1f904a95c1189fc2e4b754197a99e3
Rh2Br2O2	-0.524	0.0	4.991	-	-1.283	-	-	-	-	7cac5863af6e37a869ebc9264d8a160e
Pd2Br2S2	-0.308	0.0	5.35	-	-1.827	-	-	-	-	491eccbc854e264c3454aeea6095efa5
Zr2Br2S2	-1.592	0.0	4.962	-	-0.993	-	-	-	-	2db43b4303f3eea05babe90f2c2eca1d
Ca2Fe2Si2	-0.282	0.0	2.61	-	0.784	-	-	-	-	64f336abb9a6f826b2dae3059ad1e61a
Hf2Cl2S2	-1.66	0.0	4.817	-	-0.854	-	-	-	-	63c1f5ce9159851c2322e6cbc2e0c67e
Mn2Cl2N2	-0.467	0.176	6.018	-2.099	-2.187	-	-	-	-2.275	de006c0c2e6be41c7f478830f9b458ac
CrSSe	-0.569	0.782	5.159	-0.472	-0.863	-	-	-	-1.254	9e2360815896e0e4ba98ef2b0529ba82
Fe2Sr2Ge2	-0.184	0.0	2.745	-	1.702	-	-	-	-	a1d5deed389ff89c38185f599b08c051
Ir2I2Se2	-0.213	0.0	4.673	-	-0.329	-	-	-	-	da799517a21d00b6f65e91abf1680244
Ta2I2N2	-0.817	0.0	4.096	-	0.531	-	-	-	-	427ce8863e997f13077dd87ff35e8013
Ti4I4S4	-1.032	0.0	4.358	-	-0.574	-	-	-	-	cbc68c8ed71b1df410afbcd12131201e
MoSeTe	-0.479	1.136	4.466	0.851	0.283	-	-	-	-0.285	131a1df869b898ca23985c2e64ca89e4
Ag2Br2Te4	-0.193	1.214	4.979	-1.730	-2.337	-	-	-	-2.944	2adb0cdefd26f5f5b11226c442996fa5
CF2Si	-1.394	1.935	6.585	-2.493	-3.46	-	-	-	-4.428	3c3abfb5d4363bb3c54717785a3e9114
Ni2H2O4	-0.834	0.0	4.462	-	-1.846	-	-	-	-	2c0d017db375741cafa56b4170bcac6f
Mo4N3	-0.118	0.0	5.6	-	3.501	-	-	-	-	4b4652a9276a7d4cfc2973fdd1612fa9
Cd2P2Se6	-0.315	1.271	4.976	-0.676	-1.312	-	-	620234	-1.947	f28b577cfa3514bdcad089f7073907e5
Pd2P2Se6	-0.154	0.0	4.778	-	-0.953	-	-	-	-	cd64bab259069e64a93ba15caff89c70
Hf2Ti2Te8	-0.636	0.037	5.168	-1.001	-1.019	-	-	-	-1.037	924f4ea6868272da58b43c2e82b8abd7
FeHfF6	-2.927	1.221	5.139	-2.071	-2.682	-	-	-	-3.292	ccc17e468a2febac012172462172dca3
NiZrBr6	-1.047	1.301	5.85	-2.328	-2.978	-	-	-	-3.629	ef6738682e99e1e495f69642c4a53af6
As8Ge4	-0.047	1.186	4.56	-1.986	-2.579	-	-	610601	-3.171	32e50f1b385f3806bba0824e3b172391
Hf3Te2	-0.607	0.0	4.031	-	-0.8	-	-	75936	-	b89286b0a120a9213dbfa4f9e065e72a
Nb3Te6	-0.46	0.0	4.711	-	-2.245	-	2310357	-	-	30e8cef986e318fa1ca7aabd5d11161e
Pt2Te2	-0.333	0.0	4.522	-	-1.984	-	8104024	-	-	96349e40a172c364d78f995e7f01583f
Ag2I2	-0.259	1.768	4.531	-0.304	-1.188	-	2105342	-	-2.073	7465ad1d289139b9afeefc3378c0acc6
Y2Cl2	-1.538	0.0	4.168	-	-1.618	-	4344519	-	-	f0fda50a20da1d0197ba10d3919a7fdf
Al2Mg2Se5	-1.026	1.114	4.266	-0.249	-0.806	-	-	41928	-1.363	e40e070c320acde5f512f4c059b76c37
Co8Ta4Te8	-0.361	0.0	4.026	-	-0.639	-	-	71197	-	2a9cc182e6b54d63960a42b382c08d38
Ga2Ge2Te2	-0.252	0.674	4.596	-1.433	-1.77	-	-	35386	-2.107	eebaa50599feb519334b80d6d1b73fea
Hg4W2O8	-1.429	2.506	5.056	-2.031	-3.284	-	-	90085	-4.537	e980acbefd63ecc100cf54d0fe0de9ba
K2N2O6	-1.059	3.166	4.49	-1.609	-3.192	-	-	428909	-4.775	1ac73ee7afdb97cb399813e26b617309
Mg2P2S6	-0.773	2.796	5.154	-1.805	-3.203	-	-	642729	-4.601	8a7a0beca4fbeede69fbb0592a365055
Mo2ZrO8	-2.473	3.205	7.19	-3.951	-5.554	-	2102219	-	-7.156	4a8fe4a4780292252174e18ba0b4a777
Ni2P2Se5	-0.12	0.0	4.592	-	-2.681	-	-	646145	-	f8ae7532d3fc1e6388619565dfcc8e08
Hg2Pt4Se6	-0.286	0.153	4.829	-2.112	-2.188	-	-	185808	-2.264	a00e1523b75a7895c60eab18703f3765
Sc2CCl2	-1.585	0.883	5.51	-2.385	-2.827	-	-	59124	-3.268	1a78f415d4c72b40fa84da9d4871edd8
SrTa2O7	-2.375	0.0	9.505	-	-6.459	-	-	154177	-	d5f999fad303dbec0c384e948f8330cc
Zn4Cl4O4	-0.701	0.139	7.576	-5.985	-6.054	-	9009149	-	-6.124	1b7736b607e819d0da07191666533b37
AgVP2Se6	-0.272	0.35	4.98	-2.755	-2.93	-	1509506	-	-3.105	c204edac39e91d244597d7c8d95c1dd9
SrCl2	-2.468	5.738	5.071	0.340	-2.529	-	-	-	-5.398	cbaf6c8a20055fff9be3b5bf87174785
Ca3Cu2Br2O4	-1.892	0.0	5.854	-	-2.567	-	-	69182	-	af29eb6cae623d023b7dada672cc2135
Mn2I2Sb2Se4	-0.266	0.054	4.376	-2.593	-2.62	-	2013470	-	-2.647	5099027e751bb7a55dcd5cb3dbe2e3dd
K2Os2F10N2O2	-1.964	0.858	5.983	-3.629	-4.058	-	-	166586	-4.487	6a62f392a14b7155a31de2e20e27ad1d
C2	-0.007	0.0	4.248	-1.912	-1.912	10.1126/science.1102896	9012705	96620	-1.912	1db58d2b41b6eb3607987ef69291acf7
Ti3B2H2O2	-1.101	0.0	1.444	-	2.361	-	-	-	-	16600b95c520163f5db68a7c8991523a
Mn3C2H2O2	-0.439	0.0	1.696	-	2.366	-	-	-	-	79addd83b15894273e3abc20620db863
Zr3H2N2S2	-1.051	0.0	2.77	-	3.504	-	-	-	-	373eb1fb52935aa2e92f0b8e79ef71c4
Cr3C2O2	-0.623	0.0	6.633	-	-0.234	-	-	-	-	4bf2fb03c1af3d2ea3720a09ca62fc90
V3N2O2	-1.509	0.0	5.987	-	0.608	-	-	-	-	20381d8e2e3266db31259007e4086b32
Zr4C3H2O2	-1.274	0.0	2.074	-	3.762	-	-	-	-	e26e73afd3d9c31f4776e359067725b5
Bi2Te3	-0.228	0.083	5.291	-0.395	-0.437	-	1527367	-	-0.479	d75fd7bd3957b2b7edc087c9cdd07280
Mn4C3F2	-0.521	0.0	6.184	-	1.075	-	-	-	-	70e076fb0cbaacc764d5664bf003a7d5
Au2Se2	-0.116	0.956	5.05	-2.117	-2.595	-	1510294	-	-3.073	2828a522e6ceddca3baf0f39d39ad543
Ru2F2	-0.87	0.0	7.755	-	-1.653	-	-	-	-	88e8f6573e3953f999109710372a5b6e
W2F2	-1.276	0.0	4.997	-	0.505	-	-	-	-	92fb1811cd66833668f70db255fb1fb2
Ga2S2	-0.664	2.321	5.107	-0.097	-1.257	-	9008966	635254	-2.418	a0be8863adddebc1f2af52758a8f9ae7
